Year,Field,Plot,Depth,Ntrt,NAdd(g/m2/yr),TrtRecAfter1991,NtrtRecBefore1992,BurnTrtStarting1992,BurnRecBeginning1992,LastYrNtrtRec,Original N,Original Burn,Original Treatment,TrtRecAfter2013,% Carbon,% Nitrogen
year,field,plot,depth,ntrt,nadd,TrtRecAfter1991,NtrtRecBefore1992,burn.trt.1992,BurnRecBeginning1992,ntrt.last.year,ntrt.origin,burn.origin,trt.origin,TrtRecAfter2013,pct.c,pct.n
1982,B,1,,6,28,1,1,0,1,2013,1,1,1,0,0.462,0.039
1982,B,1,,6,28,1,1,1,1,2013,1,1,1,0,0.487,0.041
1982,B,1,,6,28,1,1,1,1,CurrentYear,1,1,1,1,0.462,0.039
1982,B,1,,6,28,1,1,1,1,CurrentYear,1,1,1,1,0.487,0.041
1982,B,2,,4,10,1,1,1,1,CurrentYear,1,1,1,1,0.41,0.036
1982,B,2,,4,10,1,1,1,1,CurrentYear,1,1,1,1,0.396,0.034
1982,B,2,,4,10,1,1,1,1,2013,1,1,1,0,0.41,0.036
1982,B,2,,4,10,1,1,1,1,2013,1,1,1,0,0.396,0.034
1982,B,3,,8,80,1,1,1,1,CurrentYear,1,1,1,1,0.401,0.035
1982,B,3,,8,80,1,1,1,1,CurrentYear,1,1,1,1,0.378,0.034
1982,B,3,,8,80,1,1,1,1,2013,1,1,1,0,0.401,0.035
1982,B,3,,8,80,1,1,1,1,2013,1,1,1,0,0.378,0.034
1982,B,4,,6,28,1,1,0,0,2013,1,1,1,0,0.474,0.037
1982,B,4,,6,28,1,1,0,0,2013,1,1,1,0,0.455,0.036
1982,B,4,,6,28,1,1,0,0,CurrentYear,1,1,1,1,0.474,0.037
1982,B,4,,6,28,1,1,0,0,CurrentYear,1,1,1,1,0.455,0.036
1982,B,5,,9,0,1,1,1,1,CurrentYear,1,1,1,1,0.645,0.047
1982,B,5,,9,0,1,1,1,1,CurrentYear,1,1,1,1,0.624,0.045
1982,B,6,,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.552,0.044
1982,B,6,,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.536,0.04
1982,B,6,,2,3,1,1,0,0,2013,1,1,1,0,0.552,0.044
1982,B,6,,2,3,1,1,0,0,2013,1,1,1,0,0.536,0.04
1982,B,7,,1,0,1,1,0,0,2013,1,1,1,0,0.376,0.034
1982,B,7,,1,0,1,1,0,0,2013,1,1,1,0,0.326,0.03
1982,B,7,,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.376,0.034
1982,B,7,,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.326,0.03
1982,B,8,,1,0,1,1,1,1,CurrentYear,1,1,1,1,0.316,0.028
1982,B,8,,1,0,1,1,1,1,CurrentYear,1,1,1,1,0.332,0.03
1982,B,8,,1,0,1,1,1,1,2013,1,1,1,0,0.316,0.028
1982,B,8,,1,0,1,1,1,1,2013,1,1,1,0,0.332,0.03
1982,B,9,,7,50,1,1,1,1,CurrentYear,1,1,1,1,0.456,0.035
1982,B,9,,7,50,1,1,1,1,CurrentYear,1,1,1,1,0.469,0.035
1982,B,9,,7,50,1,1,1,1,2013,1,1,1,0,0.456,0.035
1982,B,9,,7,50,1,1,1,1,2013,1,1,1,0,0.469,0.035
1982,B,10,,5,16,1,1,0,0,CurrentYear,1,1,1,1,0.442,0.034
1982,B,10,,5,16,1,1,0,0,CurrentYear,1,1,1,1,0.454,0.034
1982,B,10,,5,16,1,1,0,0,2013,1,1,1,0,0.442,0.034
1982,B,10,,5,16,1,1,0,0,2013,1,1,1,0,0.454,0.034
1982,B,11,,5,16,1,1,1,1,2013,1,1,1,0,0.519,0.042
1982,B,11,,5,16,1,1,1,1,2013,1,1,1,0,0.542,0.044
1982,B,11,,5,16,1,1,1,1,CurrentYear,1,1,1,1,0.519,0.042
1982,B,11,,5,16,1,1,1,1,CurrentYear,1,1,1,1,0.542,0.044
1982,B,12,,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.556,0.043
1982,B,12,,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.585,0.043
1982,B,12,,4,10,1,1,0,0,2013,1,1,1,0,0.556,0.043
1982,B,12,,4,10,1,1,0,0,2013,1,1,1,0,0.585,0.043
1982,B,13,,5,16,1,1,0,0,2013,1,1,1,0,0.368,0.034
1982,B,13,,5,16,1,1,0,0,2013,1,1,1,0,0.329,0.03
1982,B,13,,5,16,1,1,0,0,CurrentYear,1,1,1,1,0.368,0.034
1982,B,13,,5,16,1,1,0,0,CurrentYear,1,1,1,1,0.329,0.03
1982,B,14,,3,6,1,1,0,0,CurrentYear,1,1,1,1,0.39,0.035
1982,B,14,,3,6,1,1,0,0,CurrentYear,1,1,1,1,0.391,0.035
1982,B,14,,3,6,1,1,0,0,2013,1,1,1,0,0.39,0.035
1982,B,14,,3,6,1,1,0,0,2013,1,1,1,0,0.391,0.035
1982,B,15,,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.352,0.032
1982,B,15,,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.352,0.031
1982,B,15,,2,3,1,1,0,0,2013,1,1,1,0,0.352,0.032
1982,B,15,,2,3,1,1,0,0,2013,1,1,1,0,0.352,0.031
1982,B,16,,2,3,1,1,1,1,2013,1,1,1,0,0.332,0.028
1982,B,16,,2,3,1,1,1,1,2013,1,1,1,0,0.431,0.037
1982,B,16,,2,3,1,1,1,1,2013,1,1,1,0,0.315,0.027
1982,B,16,,2,3,1,1,1,1,2013,1,1,1,0,0.349,0.032
1982,B,16,,2,3,1,1,1,1,CurrentYear,1,1,1,1,0.332,0.028
1982,B,16,,2,3,1,1,1,1,CurrentYear,1,1,1,1,0.431,0.037
1982,B,16,,2,3,1,1,1,1,CurrentYear,1,1,1,1,0.315,0.027
1982,B,16,,2,3,1,1,1,1,CurrentYear,1,1,1,1,0.349,0.032
1982,B,17,,8,80,1,1,1,1,2013,1,1,1,0,0.457,0.039
1982,B,17,,8,80,1,1,1,1,2013,1,1,1,0,0.449,0.039
1982,B,17,,8,80,1,1,1,1,CurrentYear,1,1,1,1,0.457,0.039
1982,B,17,,8,80,1,1,1,1,CurrentYear,1,1,1,1,0.449,0.039
1982,B,18,,4,10,1,1,0,0,2013,1,1,1,0,0.55,0.044
1982,B,18,,4,10,1,1,0,0,2013,1,1,1,0,0.542,0.044
1982,B,18,,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.55,0.044
1982,B,18,,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.542,0.044
1982,B,19,,8,80,1,1,1,1,CurrentYear,1,1,1,1,0.423,0.038
1982,B,19,,8,80,1,1,1,1,CurrentYear,1,1,1,1,0.381,0.035
1982,B,19,,8,80,1,1,1,1,2013,1,1,1,0,0.423,0.038
1982,B,19,,8,80,1,1,1,1,2013,1,1,1,0,0.381,0.035
1982,B,20,,4,10,1,1,0,0,2013,1,1,1,0,0.386,0.037
1982,B,20,,4,10,1,1,0,0,2013,1,1,1,0,0.376,0.036
1982,B,20,,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.386,0.037
1982,B,20,,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.376,0.036
1982,B,21,,6,28,1,1,0,0,2013,1,1,1,0,0.241,0.024
1982,B,21,,6,28,1,1,0,0,2013,1,1,1,0,0.27,0.027
1982,B,21,,6,28,1,1,0,0,CurrentYear,1,1,1,1,0.241,0.024
1982,B,21,,6,28,1,1,0,0,CurrentYear,1,1,1,1,0.27,0.027
1982,B,22,,7,50,1,1,0,0,CurrentYear,1,1,1,1,0.313,0.028
1982,B,22,,7,50,1,1,0,0,CurrentYear,1,1,1,1,0.277,0.026
1982,B,22,,7,50,1,1,0,0,2013,1,1,1,0,0.313,0.028
1982,B,22,,7,50,1,1,0,0,2013,1,1,1,0,0.277,0.026
1982,B,23,,3,6,1,1,0,0,2013,1,1,1,0,0.368,0.035
1982,B,23,,3,6,1,1,0,0,2013,1,1,1,0,0.332,0.031
1982,B,23,,3,6,1,1,0,0,CurrentYear,1,1,1,1,0.368,0.035
1982,B,23,,3,6,1,1,0,0,CurrentYear,1,1,1,1,0.332,0.031
1982,B,24,,1,0,1,1,0,0,2013,1,1,1,0,0.532,0.044
1982,B,24,,1,0,1,1,0,0,2013,1,1,1,0,0.535,0.046
1982,B,24,,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.532,0.044
1982,B,24,,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.535,0.046
1982,B,25,,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.324,0.031
1982,B,25,,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.332,0.032
1982,B,25,,8,80,1,1,0,0,2013,1,1,1,0,0.324,0.031
1982,B,25,,8,80,1,1,0,0,2013,1,1,1,0,0.332,0.032
1982,B,26,,6,28,1,1,0,0,2013,1,1,1,0,0.259,0.026
1982,B,26,,6,28,1,1,0,0,2013,1,1,1,0,0.284,0.029
1982,B,26,,6,28,1,1,0,0,CurrentYear,1,1,1,1,0.259,0.026
1982,B,26,,6,28,1,1,0,0,CurrentYear,1,1,1,1,0.284,0.029
1982,B,27,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.28,0.029
1982,B,27,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.315,0.031
1982,B,28,,3,6,1,1,0,0,CurrentYear,1,1,1,1,0.283,0.027
1982,B,28,,3,6,1,1,0,0,CurrentYear,1,1,1,1,0.239,0.024
1982,B,28,,3,6,1,1,0,0,2013,1,1,1,0,0.283,0.027
1982,B,28,,3,6,1,1,0,0,2013,1,1,1,0,0.239,0.024
1982,B,29,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.398,0.038
1982,B,29,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.403,0.037
1982,B,30,,9,0,1,1,1,1,CurrentYear,1,1,1,1,0.375,0.033
1982,B,30,,9,0,1,1,1,1,CurrentYear,1,1,1,1,0.397,0.035
1982,B,31,,4,10,1,1,1,1,CurrentYear,1,1,1,1,0.273,0.025
1982,B,31,,4,10,1,1,1,1,CurrentYear,1,1,1,1,0.304,0.028
1982,B,31,,4,10,1,1,1,1,2013,1,1,1,0,0.273,0.025
1982,B,31,,4,10,1,1,1,1,2013,1,1,1,0,0.304,0.028
1982,B,32,,5,16,1,1,1,1,2013,1,1,1,0,0.27,0.026
1982,B,32,,5,16,1,1,1,1,2013,1,1,1,0,0.277,0.027
1982,B,32,,5,16,1,1,1,1,CurrentYear,1,1,1,1,0.27,0.026
1982,B,32,,5,16,1,1,1,1,CurrentYear,1,1,1,1,0.277,0.027
1982,B,33,,1,0,1,1,1,1,CurrentYear,1,1,1,1,0.34,0.033
1982,B,33,,1,0,1,1,1,1,CurrentYear,1,1,1,1,0.335,0.032
1982,B,33,,1,0,1,1,1,1,2013,1,1,1,0,0.34,0.033
1982,B,33,,1,0,1,1,1,1,2013,1,1,1,0,0.335,0.032
1982,B,34,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.304,0.027
1982,B,34,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.262,0.026
1982,B,34,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.265,0.025
1982,B,34,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.324,0.03
1982,B,35,,2,3,1,1,1,1,2013,1,1,1,0,0.284,0.026
1982,B,35,,2,3,1,1,1,1,2013,1,1,1,0,0.288,0.028
1982,B,35,,2,3,1,1,1,1,CurrentYear,1,1,1,1,0.284,0.026
1982,B,35,,2,3,1,1,1,1,CurrentYear,1,1,1,1,0.288,0.028
1982,B,36,,3,6,1,1,1,1,CurrentYear,1,1,1,1,0.421,0.038
1982,B,36,,3,6,1,1,1,1,CurrentYear,1,1,1,1,0.424,0.038
1982,B,36,,3,6,1,1,1,1,2013,1,1,1,0,0.421,0.038
1982,B,36,,3,6,1,1,1,1,2013,1,1,1,0,0.424,0.038
1982,B,37,,7,50,1,1,0,0,2013,1,1,1,0,0.276,0.026
1982,B,37,,7,50,1,1,0,0,2013,1,1,1,0,0.275,0.026
1982,B,37,,7,50,1,1,0,0,CurrentYear,1,1,1,1,0.276,0.026
1982,B,37,,7,50,1,1,0,0,CurrentYear,1,1,1,1,0.275,0.026
1982,B,38,,8,80,1,1,0,0,2013,1,1,1,0,0.265,0.026
1982,B,38,,8,80,1,1,0,0,2013,1,1,1,0,0.264,0.025
1982,B,38,,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.265,0.026
1982,B,38,,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.264,0.025
1982,B,39,,8,80,1,1,0,0,2013,1,1,1,0,0.291,0.029
1982,B,39,,8,80,1,1,0,0,2013,1,1,1,0,0.329,0.031
1982,B,39,,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.291,0.029
1982,B,39,,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.329,0.031
1982,B,40,,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.284,0.027
1982,B,40,,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.298,0.029
1982,B,40,,1,0,1,1,0,0,2013,1,1,1,0,0.284,0.027
1982,B,40,,1,0,1,1,0,0,2013,1,1,1,0,0.298,0.029
1982,B,41,,5,16,1,1,1,1,CurrentYear,1,1,1,1,0.264,0.025
1982,B,41,,5,16,1,1,1,1,CurrentYear,1,1,1,1,0.276,0.026
1982,B,41,,5,16,1,1,1,1,2013,1,1,1,0,0.264,0.025
1982,B,41,,5,16,1,1,1,1,2013,1,1,1,0,0.276,0.026
1982,B,42,,4,10,1,1,1,1,CurrentYear,1,1,1,1,0.406,0.036
1982,B,42,,4,10,1,1,1,1,CurrentYear,1,1,1,1,0.383,0.035
1982,B,42,,4,10,1,1,1,1,2013,1,1,1,0,0.406,0.036
1982,B,42,,4,10,1,1,1,1,2013,1,1,1,0,0.383,0.035
1982,B,43,,9,0,1,1,1,1,CurrentYear,1,1,1,1,0.351,0.031
1982,B,43,,9,0,1,1,1,1,CurrentYear,1,1,1,1,0.332,0.03
1982,B,44,,2,3,1,1,1,1,CurrentYear,1,1,1,1,0.329,0.03
1982,B,44,,2,3,1,1,1,1,CurrentYear,1,1,1,1,0.311,0.029
1982,B,44,,2,3,1,1,1,1,2013,1,1,1,0,0.329,0.03
1982,B,44,,2,3,1,1,1,1,2013,1,1,1,0,0.311,0.029
1982,B,45,,7,50,1,1,1,1,CurrentYear,1,1,1,1,0.357,0.033
1982,B,45,,7,50,1,1,1,1,CurrentYear,1,1,1,1,0.337,0.032
1982,B,45,,7,50,1,1,1,1,2013,1,1,1,0,0.357,0.033
1982,B,45,,7,50,1,1,1,1,2013,1,1,1,0,0.337,0.032
1982,B,46,,2,3,1,1,0,0,2013,1,1,1,0,0.283,0.027
1982,B,46,,2,3,1,1,0,0,2013,1,1,1,0,0.29,0.028
1982,B,46,,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.283,0.027
1982,B,46,,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.29,0.028
1982,B,47,,6,28,1,1,1,1,CurrentYear,1,1,1,1,0.334,0.031
1982,B,47,,6,28,1,1,1,1,CurrentYear,1,1,1,1,0.335,0.031
1982,B,47,,6,28,1,1,1,1,CurrentYear,1,1,1,1,0.383,0.036
1982,B,47,,6,28,1,1,1,1,CurrentYear,1,1,1,1,0.431,0.037
1982,B,47,,6,28,1,1,1,1,2013,1,1,1,0,0.334,0.031
1982,B,47,,6,28,1,1,1,1,2013,1,1,1,0,0.335,0.031
1982,B,47,,6,28,1,1,1,1,2013,1,1,1,0,0.383,0.036
1982,B,47,,6,28,1,1,1,1,2013,1,1,1,0,0.431,0.037
1982,B,48,,6,28,1,1,1,1,CurrentYear,1,1,1,1,0.482,0.039
1982,B,48,,6,28,1,1,1,1,CurrentYear,1,1,1,1,0.428,0.034
1982,B,48,,6,28,1,1,1,1,2013,1,1,1,0,0.482,0.039
1982,B,48,,6,28,1,1,1,1,2013,1,1,1,0,0.428,0.034
1982,B,49,,5,16,1,1,0,0,2013,1,1,1,0,0.398,0.036
1982,B,49,,5,16,1,1,0,0,2013,1,1,1,0,0.386,0.034
